id,source,area,number,text,option1,option2,option3,option4,correct,rationale
Gemini-generated-q143,Gemini-generated,area1,143,"Under California Business and Professions Code Section 5536.1, which element must appear on all architectural plans, specifications, and instruments of service released for permit?",The architect's federal employer identification number and commercial general liability policy number,"The architect's stamp with signature, license number, renewal date, and the project name/site address",The official state seal of California along with the local building department intake tracking code,A formal statutory disclaimer denying liability for any latent construction defects discovered post-occupancy,2,"B&P Code § 5536.1 mandates that all plans and specifications bear the architect's stamp, which includes the license number, licensee's name, license expiration date, state designation, and the architect's signature."
Gemini-generated-q144,Gemini-generated,area1,144,Which scenario is exempt from the provisions of the California Architects Practice Act under Business and Professions Code Section 5537.2?,A licensed interior designer preparing structural retrofit plans for a multi-family condominium building,A corporate officer executing non-residential interior alterations under ten thousand dollars total value,A contractor preparing shop drawings or technical installation submittals pursuant to an executed construction contract,A mechanical contractor stamping architectural path-of-travel plans for an commercial office warehouse,3,"B&P Code § 5537.2 exempts licensed contractors from the Architects Practice Act when preparing shop drawings, erection drawings, or installation submittals for work they have contracted to perform."
Gemini-generated-q145,Gemini-generated,area1,145,"An owner demands that an architect omit a specific egress corridor requirement to reduce construction costs, asserting they will assume full legal responsibility. How must the architect respond under professional standard of care?",Execute an indemnification agreement transferring all life-safety liability exclusively to the owner,Refuse to omit the code requirement and decline to seal drawings that violate building standards,Submit the non-conforming drawings accompanied by a formal owner waiver letter to the building department,Request an expedited administrative variance from the California Architects Board,2,"An architect cannot compromise life-safety minimums mandated by the California Building Code, even with an owner indemnification. Stamping non-compliant drawings constitutes willful negligence and gross incompetence under B&P Code § 5584."
Gemini-generated-q146,Gemini-generated,area2,146,"Under the California Environmental Quality Act (CEQA), what is the definitive consequence of filing and posting a Notice of Determination (NOD) with the county clerk?",It immediately transfers environmental review jurisdiction from the local lead agency to the State Clearinghouse,It shortens the statutory period for filing a legal challenge against the project approval from 180 days to 30 days,It renders the underlying project categorically exempt from all future California Coastal Commission appeals,It forces the lead agency to prepare a Supplemental Environmental Impact Report prior to permit release,2,"Under CEQA (PRC § 21167 and 14 CCR § 15094), posting a valid Notice of Determination (NOD) truncates the statute of limitations for filing legal challenges to 30 days; without an NOD posting, the window remains open for 180 days."
Gemini-generated-q147,Gemini-generated,area2,147,A proposed multi-family project qualifies under CEQA Guidelines for a Class 32 Categorical Exemption (In-Fill Development). Which circumstance strictly disqualifies the project from utilizing this exemption?,The site has an overall gross area between two and four acres within urban boundaries,The project requires a conditional use permit or minor variance for maximum building height,"The project would result in significant adverse effects on traffic, noise, air quality, or water quality",The project is located within three hundred feet of an existing single-family residential zone,3,"Under CEQA Guidelines § 15300.2 (Exceptions), categorical exemptions cannot be utilized if the project has the potential to cause significant adverse environmental impacts (including traffic, noise, or water) or where unusual circumstances produce a significant effect."
Gemini-generated-q148,Gemini-generated,area2,148,"Under the California Coastal Act (Public Resources Code Section 30000+), what occurs once the Coastal Commission fully certifies a local jurisdiction's Local Coastal Program (LCP)?",Coastal development permit review authority for non-original jurisdiction areas transfers to the local government,The California Coastal Commission forfeits all appellate jurisdiction over projects within the coastal zone,All residential construction within one thousand yards of the shoreline becomes categorically exempt,The local government acquires the authority to grant permanent variances to statewide coastal access mandates,1,"When an LCP is certified by the California Coastal Commission, development review authority in coastal zone areas transfers to the local government, though the Commission retains appellate authority over specific shoreline and water-adjacent zones."
Gemini-generated-q149,Gemini-generated,area2,149,"Under CEQA Guidelines, which document must a Lead Agency prepare when an Initial Study indicates a project may produce significant environmental effects, but revisions agreed to by the applicant eliminate or mitigate those effects to an insignificant level?",Environmental Impact Report (EIR),Notice of Exemption (NOE),Mitigated Negative Declaration (MND),Program Environmental Assessment (PEA),3,"Under CEQA Guidelines § 15070, a Mitigated Negative Declaration (MND) is prepared when the Initial Study identifies potentially significant effects, but project revisions or agreed mitigation measures mitigate the impacts to below a level of significance."
Gemini-generated-q150,Gemini-generated,area2,150,"According to the Alquist-Priolo Earthquake Fault Zoning Act (Public Resources Code Section 2621+), what is the default statutory setback distance required for a structure intended for human occupancy from an active fault trace?",25 feet unless a site-specific geotechnical study proves a lesser distance is completely stable,50 feet unless an extensive subsurface geologic investigation establishes that no fault rupture hazard exists,100 feet for commercial properties and 50 feet for single-family residential properties,75 feet measured perpendicular to the documented fault scarp line,2,"Under 14 CCR § 3603 (Alquist-Priolo Regulations), structures for human occupancy must be set back at least 50 feet from active fault traces, unless detailed geologic investigations justify a lesser setback approved by the State Geologist."
Gemini-generated-q151,Gemini-generated,area2,151,"In the coastal zone of California, an architect is designing a hotel expansion located between the sea and the first public road paralleling the sea. Following local approval under a certified LCP, what is the status of Coastal Commission oversight?",The project is exempt from Coastal Commission review because the certified LCP grants final local determination,The local approval is directly appealable to the California Coastal Commission by any aggrieved party or two commissioners,The project must be submitted to the State Office of Historic Preservation rather than the Coastal Commission,The project requires automatic re-initiation of a full CEQA Environmental Impact Report at the state level,2,"Under PRC § 30603(a)(1), developments located between the sea and the first public road paralleling the sea remain subject to the appellate jurisdiction of the California Coastal Commission, regardless of local LCP certification."
Gemini-generated-q152,Gemini-generated,area2,152,A client proposes to build a new outpatient surgical center. Which state agency retains statutory jurisdiction to conduct plan check and issue building permits under the California Health and Safety Code?,The Division of the State Architect - Access Compliance (DSA-AC),Department of Health Care Access and Information (HCAI) under HCAI Level 1 standards,Local City or County Building Department under standard California Building Code regulations,California Department of Public Health (CDPH) in direct coordination with Cal/OSHA,3,"Under the Alfred E. Alquist Hospital Facilities Seismic Safety Act and HCAI regulations, licensed outpatient surgical clinics (HCAI 3) are reviewed, permitted, and inspected by the local city/county building department, while general acute-care hospitals fall under HCAI 1 state jurisdiction."
Gemini-generated-q153,Gemini-generated,area2,153,"Under the California Environmental Quality Act, what constitutes a Lead Agency?",The state regulatory body with ultimate appellate jurisdiction over the geographical basin,The public agency that has the principal responsibility for carrying out or approving a project,The architectural firm under contract responsible for preparing environmental technical studies,The local county clerk responsible for stamping and recording Notices of Determination,2,CEQA Guidelines § 15367 defines the Lead Agency as the public agency that has the principal responsibility for carrying out or approving a project which may have a significant effect upon the environment.
Gemini-generated-q154,Gemini-generated,area2,154,A developer wishes to construct a mixed-use retail structure on a parcel that borders a natural creek. The project involves altering the bank and installing a reinforced concrete outfall headwall. Which state agency approval must be secured?,A Lake and Streambed Alteration Agreement under Fish and Game Code Section 1602 from the CDFW,An emergency structural encroachment permit from the Division of the State Architect,A programmatic environmental waiver from the California Air Resources Board (CARB),A hazardous water diversion authorization from the California Department of Forestry and Fire Protection,1,"Under California Fish and Game Code § 1602, any entity that proposes to substantially divert, obstruct, or change the natural flow or bed, channel, or bank of any river, stream, or lake must enter into an agreement with the California Department of Fish and Wildlife (CDFW)."
Gemini-generated-q155,Gemini-generated,area2,155,"When a project involves grading, paving, or constructing storm drain discharge systems that disturb one acre or more of total soil surface in California, which regulatory mandate applies?",Filing a Notice of Intent for coverage under the State Water Board's Construction General Permit and implementing a SWPPP,Obtaining an emergency water extraction permit from the California Department of Water Resources,Submitting non-point source run-off calculations directly to the Environmental Protection Agency Region 9,Securing a Class 4 Categorical Exemption from the local municipal planning commission,1,"Under California's National Pollutant Discharge Elimination System (NPDES) Construction General Permit, projects disturbing one acre or more of soil must file a Notice of Intent (NOI) via the SMARTS system and develop a Stormwater Pollution Prevention Plan (SWPPP) overseen by the Regional Water Quality Control Board."
Gemini-generated-q156,Gemini-generated,area2,156,Which situation allows a proposed project in California to bypass the CEQA process entirely without preparing an Initial Study?,The project qualifies as a Statutory Exemption enacted explicitly by the California State Legislature,The project developer pays a fee in lieu of performing mandatory environmental traffic studies,The surrounding neighborhood passes a municipal ballot initiative in favor of commercial expansion,The local city council designates the development as a prioritized economic revitalization zone,1,"Statutory Exemptions are projects specifically excused from CEQA review by the Legislature regardless of potential environmental impact (e.g., specific ministerial actions, mass transit priority projects, emergency repairs), unlike Categorical Exemptions which have exception clauses."
Gemini-generated-q157,Gemini-generated,area2,157,"Under California Government Code Section 65302, every city and county in California must adopt a comprehensive General Plan containing which mandatory elements?","Land Use, Circulation, Housing, Conservation, Open Space, Noise, and Safety","Commercial, Industrial, Institutional, Seismic, Architectural, and Historic Preservation","Zoning, Setbacks, Parking Capacity, Energy Efficiency, Fire Suppression, and Drainage","Structural, Mechanical, Electrical, Accessibility, Sustainability, and Demographics",1,"California Government Code § 65302 mandates that every local General Plan include seven core elements: Land Use, Circulation, Housing, Conservation, Open Space, Noise, and Safety (with Environmental Justice as an additional requirement for disadvantaged communities)."
Gemini-generated-q158,Gemini-generated,area2,158,"An architect is submitting plans for a new public high school classroom wing. Which entity holds sole statutory jurisdiction for plan review and approval of structural safety, accessibility, and fire/life safety?",The local City or County Building and Safety Department in coordination with CalFire,The Division of the State Architect (DSA) pursuant to the Field Act and Title 24 regulations,The California Department of Education Facilities Planning Division and Local Fire Marshal,The State Fire Marshal independently reviewing drawings forwarded by the school district board,2,"Under the Field Act (California Education Code § 17280+) and Title 24 Part 1, the Division of the State Architect (DSA) has statutory authority over structural safety, accessibility, and fire/life safety (in consultation with the SFM) for California public K-12 schools and community colleges."
Gemini-generated-q159,Gemini-generated,area2,159,"Under the California Coastal Act, how is development broadly defined?",Only the erection of permanent structures requiring a concrete slab foundation,"Placement of structures, discharge of waste, grading, dredging, and changes in the density or intensity of land use",Any interior remodel exceeding fifty thousand dollars in total valuation within five miles of the coast,The installation of modular public utilities performed by municipal public works authorities,2,"Public Resources Code § 30106 defines development very broadly to include the placement or erection of any solid material or structure; discharge of dredged material; grading, removing, dredging, or extraction; and any change in the density or intensity of the use of land or water."
Gemini-generated-q160,Gemini-generated,area2,160,"In schematic design for a project within the jurisdiction of the San Francisco Bay Conservation and Development Commission (BCDC), what is the geographic boundary of BCDC's shoreline band jurisdiction?",50 feet inland from the highest recorded storm surge waterline,100 feet inland from the line of highest tidal action around San Francisco Bay,"1,000 feet inland from the mean high tide elevation established by the state lands commission",500 feet inland from the designated edge of tidal salt marsh vegetation,2,"Under the McAteer-Petris Act (Gov. Code § 66610), BCDC regulates San Francisco Bay waters, saltponds, managed wetlands, and a 100-foot shoreline band inland from the line of highest tidal action."
Gemini-generated-q161,Gemini-generated,area2,161,Which condition triggers an architect to submit plans to the California State Fire Marshal (SFM) rather than a local municipal fire authority?,Any project constructed within five hundred feet of a state-designated highway,"State-owned, state-leased, or state-occupied buildings, and licensed health care facilities or state institutions",Any multi-family residential building exceeding four stories in total structural height,Commercial retail shell structures with floor areas exceeding twenty thousand square feet,2,"The Office of the State Fire Marshal (SFM) retains direct statutory enforcement and plan review jurisdiction over state-owned and state-occupied buildings, public universities, correctional institutions, and specified state-licensed residential/health occupancies."
Gemini-generated-q162,Gemini-generated,area2,162,"A property owner wants to build a commercial warehouse. The zoning designation requires a 30-foot front yard setback, but physical site conditions (a steep granite bluff) make placement impossible unless a 15-foot setback is permitted. What variance must be requested?",A Use Variance to allow an alternate commercial function within the residential setback,A Hardship Rezone to reclassify the parcel as an unrestrained commercial transport hub,An Area or Development Standard Variance based on unique physical parcel constraints,A CEQA Statutory Exemption allowing relief from municipal zoning development standards,3,"A variance from dimensional or development standards (setbacks, height, lot coverage) is granted when physical disparities of the site (topography, exceptional narrowness, or shape) deprive the property of privileges enjoyed by neighboring parcels in the same zone."
Gemini-generated-q163,Gemini-generated,area2,163,"Under the California Public Records Act (CPRA), what is the status of architectural drawings submitted to a local building department during the permitting process?",They are trade secrets completely exempt from public inspection or photocopying by third parties,"They are open for inspection on-site, but copying is restricted without written architect/owner consent",They become public domain and can be copied or duplicated by any citizen without statutory limitation,They may be inspected and copied freely after payment of an administrative processing surcharge,2,"Under Health and Safety Code § 19850–19853 and the CPRA, building plans are public records open for inspection on agency premises, but cannot be photocopied or duplicated without the written permission of the certified design professional and property owner."
Gemini-generated-q164,Gemini-generated,area3,164,"Under the Essential Services Buildings Seismic Safety Act of 1986 (California Health and Safety Code Section 16000+), which facility must be designed and constructed to resist earthquakes to remain operational post-disaster?",A central county emergency dispatch communication center and municipal fire station,A regional community outpatient blood transfusion and physical therapy clinic,A 500-student public elementary school administration and cafeteria facility,A private four-story telecommunications office building housing cellular call centers,1,"Under H&SC § 16007, essential services buildings are those used or designed to be used as a fire station, police station, emergency operations center, California Highway Patrol office, sheriff's office, or emergency communications center."
Gemini-generated-q165,Gemini-generated,area3,165,"Under California Building Code Chapter 7A, which provision applies to exterior wall cladding on a building situated in a designated Very High Fire Hazard Severity Zone (VHFHSZ)?",Cladding must be constructed of noncombustible materials or ignition-resistant materials meeting SFM standards,Cladding may consist of untreated wood siding provided the interior wall contains automated sprinkler coverage,Vinyl siding without backing is acceptable if approved by the local municipal building official,Cladding must maintain a four-hour fire resistance rating tested in accordance with ASTM E119,1,"CBC Chapter 7A mandates that exterior wall coverings in a VHFHSZ comply with SFM Standard 12-7A-1 or consist of noncombustible materials, ignition-resistant materials, or fire-retardant-treated wood assemblies approved for exterior use."
Gemini-generated-q166,Gemini-generated,area3,166,"In California Title 24 Part 6 (Energy Code), what is the definition of the Time Dependent Valuation (TDV) methodology?",The depreciation of HVAC mechanical equipment over a thirty-year building life cycle assessment,"The metric calculating the value of energy saved based on timing, fuel source, and grid impact throughout the year",The monetary cost-benefit ratio required when installing commercial rooftop photovoltaic solar arrays,The financial penalty assessed by the California Energy Commission on buildings exceeding kilowatt caps,2,"TDV is the metric used in Title 24 Part 6 compliance that weights energy consumption based on when the energy is consumed (time of day, day of week, season), accounting for societal cost, grid stress, and source energy valuation."
Gemini-generated-q167,Gemini-generated,area3,167,"An architect is detailing nonstructural suspended ceiling systems in Seismic Design Category E. Under ASCE 7 and California amendments in Title 24 Part 2, what seismic restraint detailing is required?",Rigid structural welding of all main ceiling runners directly to perimeter wall stud track assemblies,Installation of rigid four-way splay wire bracing and rigid vertical compression struts at prescribed spacing,Complete reliance on flexible heavy-gauge wire ties spaced every twelve inches along main runners,Installation of rubber isolation pads between every acoustical tile and supporting light-gauge cross-tees,2,"For ceilings in high seismic categories (SDC D, E, and F), ceiling systems must have seismic splay wires (four-way wire bracing) coupled with rigid vertical compression struts (post or conduit) to prevent vertical uplift and lateral sway."
Gemini-generated-q168,Gemini-generated,area3,168,"According to the California Model Water Efficient Landscape Ordinance (MWELO), which metric establishes the upper limit of annual water consumption allocated to a project's landscaped area?",Estimated Total Water Use (ETWU),Maximum Applied Water Allowance (MAWA),Baseline Landscape Evapotranspiration Metric (BLEM),Hydrozone Calculation Coefficient (HCC),2,"Under MWELO (23 CCR § 490+), the Maximum Applied Water Allowance (MAWA) is the calculated upper limit of annual applied water allowed for the established landscape area, while ETWU must not exceed MAWA."
Gemini-generated-q169,Gemini-generated,area3,169,"Under California Title 24 Part 6, which nonresidential space heating/cooling design requires dedicated automated demand-response control equipment?",Any commercial tenant space with over twenty total pneumatic thermal comfort zones,Buildings equipped with central energy management control systems (EMCS) meeting minimum capacity thresholds,All multi-family residential unit air conditioning units regardless of total tonnage,Projects located strictly within California Climate Zones 1 through 4 requiring natural ventilation,2,"Title 24 Part 6 mandates demand-response controls for non-residential buildings with central Energy Management Control Systems (EMCS) or lighting/HVAC loads exceeding specific square footage/tonnage thresholds, enabling automated load shedding during grid events."
Gemini-generated-q170,Gemini-generated,area3,170,"Under the California Seismic Hazards Mapping Act (Public Resources Code Section 2690+), which specific ground failure hazards trigger mandatory geotechnical site investigation prior to project approval?",Surface fault rupture and sudden tectonic subsidence,Liquefaction and earthquake-induced landslides,Subsurface volcanic gas emission and expansive clay heave,Tsunami inundation and structural sinkhole formation,2,The Seismic Hazards Mapping Act focuses on earthquake-induced ground failures other than surface fault rupture (which is covered by Alquist-Priolo)—specifically liquefaction and earthquake-triggered landslides.
Gemini-generated-q171,Gemini-generated,area3,171,"During design development for a public K-12 school in California, which administrative action is legally required regarding geotechnical borings?",Drilling must be witnessed and certified by an official inspector from the local city public works department,Soil investigation reports must be submitted to and reviewed by the California Geological Survey (CGS) via DSA,Geotechnical borings are legally waived if the property sits within five miles of an existing school facility,The structural engineer must submit test reports directly to the California State Architecture Board,2,"Under Title 24 Part 1 and DSA regulations, public school and community college site geotechnical and geologic hazard reports must be submitted to the California Geological Survey (CGS) for formal scientific review prior to DSA approval."
Gemini-generated-q172,Gemini-generated,area3,172,"When coordinating structural and nonstructural MEP penetrations through fire-resistance-rated floor assemblies in California, which provision ensures seismic compliance?",Penetrations must be tightly grouted with non-shrink mortar to maintain a rigid structural bond,Sleeves and firestopping systems must accommodate anticipated differential seismic displacement,Pipes and conduits are completely prohibited from crossing through designated two-hour floor slabs,All piping must be supported exclusively by the wall assembly without structural ceiling hangers,2,"Under CBC Title 24 Part 2 (and ASCE 7 Chapter 13), MEP penetrations through fire barriers and floor slabs must utilize approved through-penetration firestop systems that accommodate anticipated differential seismic motion without failing."
Gemini-generated-q173,Gemini-generated,area4,173,"Under CBC Chapter 11B Section 11B-404.2.4.1, what is the required maneuvering clearance on the pull side of an exterior swinging door with a front approach?",60 inches perpendicular to the doorway and 18 inches clearance beyond the strike jamb,60 inches perpendicular to the doorway and 24 inches clearance beyond the strike jamb,48 inches perpendicular to the doorway and 12 inches clearance beyond the strike jamb,54 inches perpendicular to the doorway and 20 inches clearance beyond the strike jamb,2,"Under CBC Table 11B-404.2.4.1, while standard interior doors require 18 inches at the latch pull side, Footnote 5 explicitly mandates: 'Add 6 inches (152 mm) at exterior side of exterior doors,' yielding 24 inches strike clearance."
Gemini-generated-q174,Gemini-generated,area4,174,"Under CBC Chapter 11B Section 11B-502.2, what are the mandatory stall and access aisle dimensions for a van-accessible parking space in California?",Stall width 96 inches minimum with an adjacent access aisle width of 96 inches minimum,Stall width 132 inches minimum with an adjacent access aisle width of 60 inches minimum,Stall width 108 inches minimum with an adjacent access aisle width of 60 inches minimum,Stall width 120 inches minimum with an adjacent access aisle width of 72 inches minimum,2,CBC Chapter 11B-502.2 establishes that standard van-accessible parking spaces in California must be a minimum of 132 inches (11 feet) wide served by a 60-inch access aisle (or alternatively 108 inches wide with a 96-inch aisle).
Gemini-generated-q175,Gemini-generated,area4,175,"Under California Title 24 Part 11 (CALGreen) Section 5.408, what is the mandatory minimum percentage of nonhazardous construction and demolition debris that must be recycled or salvaged for reuse?",Fifty percent by total volume or weight,Sixty-five percent by total volume or weight,Seventy-five percent by total volume or weight,Eighty percent by total volume or weight,2,"CALGreen (Title 24 Part 11, Section 5.408) requires a minimum of 65 percent of nonhazardous construction and demolition (C&D) waste generated on nonresidential projects to be diverted from landfills through reuse, recycling, or salvage."
Gemini-generated-q176,Gemini-generated,area4,176,"Under CBC Chapter 17, who is legally authorized to prepare the Statement of Special Inspections for submission to the building official prior to permit issuance?",The general contractor registered under California Business and Professions Code Class B,The certified testing laboratory technician retained by the subcontractor,The registered design professional in responsible charge of the building design,The municipal plan checker assigned to perform local code enforcement review,3,"Under CBC Section 1704.3, the registered design professional in responsible charge must prepare the Statement of Special Inspections and submit it to the building official as a condition of permit issuance."
Gemini-generated-q177,Gemini-generated,area4,177,"Under CALGreen mandatory provisions for nonresidential new construction, what infrastructure must be provided for Electric Vehicle Charging Spaces (EVCS)?",Every single parking space must be fully wired with a functional Level 3 DC fast charger,"A calculated percentage of spaces must be provided as EV Capable, EV Ready, and operational EVCS",Only commercial projects with over one thousand parking spaces are required to provide EV conduit,Ten percent of spaces must be reserved with standard 120V household receptacles,2,"CALGreen Section 5.106.5.3 mandates varying tiers of infrastructure: a specific percentage of parking spaces must be designated as EV Capable (raceway/panel capacity), EV Ready (circuit installed), and fully operational EVCS stalls."
Gemini-generated-q178,Gemini-generated,area4,178,"Under the California Health and Safety Code and CBC Chapter 31B, what safety feature is strictly mandated for all commercial public swimming pools?",A continuous timber perimeter fence with self-latching gates opening outward into the pool deck,Anti-entrapment suction outlet covers complying with ASME/ANSI A112.19.8 and secondary anti-vortex devices,Water slide run-out channels with dedicated automated chemical chlorination override systems,Underwater glass viewing observation portals rated for high-impact seismic pressure waves,2,"Under California Health & Safety Code § 116064.2 and CBC Chapter 31B, public pools must have suction outlet covers that prevent entrapment (VGB compliant) and dual main drains or secondary anti-entrapment vacuum release systems."
Gemini-generated-q179,Gemini-generated,area5,179,"Under the California Public Contract Code, what is the mandatory requirement when a public agency solicits competitive bids for the construction of a public works facility?","Contracts must be awarded to the lowest responsible, responsive bidder following public notice",Agencies may negotiate final pricing with the top three architectural-engineering firms,Public bids may remain sealed and confidential for ninety days following contract execution,The public owner must reject any general contractor who does not utilize unionized labor,1,"Under the California Public Contract Code (e.g., PCC § 20111/20128), public works contracts must be awarded to the lowest responsive and responsible bidder following competitive sealed bidding and statutory public advertising."
Gemini-generated-q180,Gemini-generated,area5,180,"Under California Civil Code Section 8200, within how many days of first furnishing labor, service, equipment, or materials must a subcontractor serve a Preliminary Notice to preserve mechanics lien rights?",Within 10 days of signing the subcontract agreement,Not later than 20 days after the claimant has first furnished work on the work of improvement,Within 30 days after the owner records a formal Notice of Completion with the county,Within 60 days following the certified date of substantial completion,2,California Civil Code § 8204 establishes that a preliminary notice must be given not later than 20 days after the claimant has first furnished work on the work of improvement to protect mechanics lien and stop payment notice rights for all prior work.
Gemini-generated-q181,Gemini-generated,area5,181,"Under California Civil Code Section 8414, when the owner records a valid Notice of Completion in the county recorder's office, how are the filing deadlines for mechanics liens shortened?",Direct contractors have 60 days to record a lien; other claimants (subcontractors/suppliers) have 30 days,Direct contractors have 30 days to record a lien; subcontractors have 15 days,All construction claimants have an identical 45 days to record liens against the parcel,The lien recording period is extended from 90 days to a maximum of 120 calendar days,1,"Under Civil Code § 8412 and § 8414, recording a valid Notice of Completion reduces the lien filing window from the standard 90 days to 60 days for direct (prime) contractors, and to 30 days for subcontractors and material suppliers."
Gemini-generated-q182,Gemini-generated,area5,182,"Under California Civil Code Section 8814, within how many days must a direct contractor disburse retention proceeds to its subcontractors after receiving retention payment from the owner?","Within 7 days of receiving the retention payment, subject to a 2% monthly penalty for wrongful withholding",Within 14 days of final building official sign-off on the municipal inspection card,Within 30 calendar days of the architect certifying the final application for payment,Within 10 days of verifying that all subconsultants have dissolved their preliminary notices,1,California Civil Code § 8814 requires a direct contractor to pay subcontractors their share of retention within 7 days of receiving retention funds from the owner. Failure to do so subjects the contractor to a 2% per month penalty.
Gemini-generated-q183,Gemini-generated,area5,183,"Under the California Code of Civil Procedure Section 337.1 and 337.15, what are the respective statutes of limitation for filing actions against an architect for patent defects versus latent defects?",Patent defects: 2 years from discovery; Latent defects: 5 years from final payment certificate,Patent defects: 4 years from substantial completion; Latent defects: 10 years from substantial completion,Patent defects: 1 year from occupancy; Latent defects: 7 years from recording notice of completion,Patent defects: 5 years from discovery; Latent defects: 15 years from occupancy sign-off,2,"Under CCP § 337.1, an action for patent (apparent/discoverable) design or construction defects must be brought within 4 years of substantial completion. Under CCP § 337.15, latent (hidden/concealed) defects have a 10-year statute of repose."
Gemini-generated-q184,Gemini-generated,area5,184,"During construction observation in California, an architect observes that a contractor is installing structural bracing that deviates dangerously from approved drawings. Under standard standard of care, how should the architect respond?",Immediately issue a stop-work order directly to the ironworkers and shut down the job site,"Notify the contractor in writing of nonconforming work, inform the owner, and copy the building official if life-safety is impacted",Instruct the framing sub-foreman on specific corrective shoring techniques to rectify the error,Order structural testing from the laboratory and bill the testing costs directly to the contractor's account,2,"Architects observe work for conformance with contract documents but do not control means, methods, or site safety (which belong exclusively to the contractor). The architect must notify the contractor and owner in writing of non-conforming work without issuing direct stop-work orders (an owner prerogative), notifying the building official if imminent danger exists."
Gemini-generated-q185,Gemini-generated,area5,185,"Under California Civil Code Section 8520, what is the primary purpose and legal effect of serving a Stop Payment Notice on a construction lender?",It forces the county recorder to place a lis pendens on the title deed of the parcel,It creates a mandatory legal duty for the lender to withhold construction loan funds from the owner,It immediately cancels the general contractor's commercial liability insurance binder,It dissolves the owner's statutory right to challenge patent construction defects,2,"A Stop Payment Notice served on a lender (under Civil Code § 8500+) acts as a lien against undisbursed construction loan funds, legally requiring the lender to freeze and withhold funds to cover the claimant's unpaid labor or materials."
Gemini-generated-q186,Gemini-generated,area5,186,"An architect receives a contractor's Application for Payment (AIA G702). The architect identifies that ten thousand dollars of claimed work is uninstalled and nonconforming. Under standard California contract administration, what is the proper action?",Reject the entire billing certificate and return the paperwork without payment processing,"Withhold certification for the $10,000, certify the valid remaining amount, and notify the owner/contractor in writing",Sign the certificate as submitted but write an informal letter to the lender demanding a loan freeze,Approve the certificate under protest and require the general contractor to file an indemnity bond,2,"Under standard contract administration (AIA A201 § 9.4/9.5 as applied in CA), an architect may withhold certification in whole or in part to protect the owner from non-conforming or uncompleted work, while certifying the uncontested balance."
Gemini-generated-q187,Gemini-generated,area5,187,"Under California Public Contract Code Section 3400, what restriction is placed on specifying building materials or products by brand name on public works projects?",Architects must list exactly one approved manufacturer to ensure standardized public procurement,No public bid document may require a specific brand unless followed by 'or equal' and naming at least two brands,Brand names are strictly prohibited; materials may only be described by performance specifications,Public agencies must source all specified materials from vendors headquartered within California,2,"PCC § 3400 prohibits public works specifications from calling out a single brand name unless followed by the words 'or equal' and listing at least two brands of equivalent quality, except under specific narrow standardization exceptions."
Gemini-generated-q188,Gemini-generated,area5,188,"A Certified Access Specialist (CASp) inspects a completed commercial facility in California. Under Civil Code Section 55.54 (SB 1186), what legal protection does a CASp inspection report grant the business owner if sued for an accessibility violation?",Complete civil immunity against paying statutory damages or attorney fees in California state courts,The statutory right to request a 90-day stay of court proceedings and an early mandatory evaluation conference,Automatic dismissal of all claims brought under the federal Americans with Disabilities Act,An automatic twenty-four month grace period to complete all architectural barrier retrofits,2,"Under Civil Code § 55.54, an owner who obtains a CASp inspection report prior to being sued is entitled to apply for a 90-day stay of court proceedings and an early evaluation conference to resolve claims without incurring escalating statutory penalties."
Gemini-generated-q189,Gemini-generated,area5,189,"On a California school modernization project under the jurisdiction of the Field Act, which entity conducts continuous inspection of the construction work on site?",The municipal deputy building inspector retained by the local city council,A DSA-certified project inspector approved by the design professional in charge and DSA,The architect's field representative who must remain continuously on the job site,A third-party testing laboratory representative holding an ICC commercial card,2,"Under Education Code § 17311 and DSA regulations, construction of school facilities must be observed continuously by a DSA-certified Project Inspector (IOR) approved by the architect/engineer of record and DSA."
Gemini-generated-q190,Gemini-generated,area5,190,"Under California Civil Code Section 8122, can an owner or general contractor require a subcontractor to waive their mechanics lien rights in advance of performing construction work?","Yes, advance waivers are enforceable if embedded within standard commercial master agreements","No, any contractual provision purporting to waive lien rights in advance of work performed is void and against public policy","Yes, provided the waiver is accompanied by a five percent contractual bonus paid at project start",Only on private residential projects where the contract valuation is under one million dollars,2,"California Civil Code § 8122 states that any contractual term or oral statement attempting to waive, release, or impair mechanics lien or stop payment notice rights in advance of work performed is contrary to public policy, null, and void."
Gemini-generated-q191,Gemini-generated,area1,191,"Under California Business and Professions Code § 5536.22, if an architect provides professional services on a pro bono basis without monetary compensation, is a written contract legally required?","No, pro bono services rendered without financial compensation are explicitly exempt from the written contract requirement.","Yes, a written contract is required for all architectural services regardless of compensation.","Only if the estimated construction cost exceeds $100,000.",Only if the client is a commercial entity.,1,B&P Code § 5536.22(b)(4) explicitly exempts professional services rendered by an architect for which the client will not pay any compensation from the statutory written contract requirement.
Gemini-generated-q192,Gemini-generated,area1,192,"Under California Business and Professions Code § 5558, within how many days must a licensed architect notify the California Architects Board of any change in their legal name or primary mailing address?",30 days,10 days,14 days,60 days,1,B&P Code § 5558 requires every licensee to notify the board in writing of each change of address or legal name within 30 days of the change.
